Eye-Tracking Data:DateTime.Now, FocusInfo.point,FocusInfo.normal,FocusInfo.distance,FocusInfo.transform.name,eyeData.verbose_data.combined.eye_data.gaze_direction_normalized,eyeData.verbose_data.combined.eye_data.gaze_origin_mm,eyeData.verbose_data.left.pupil_diameter_mm,eyeData.verbose_data.right.pupil_diameter_mm
17/07/2020 13:32:25,(-62.0, 34.8, -44.1),(0.2, 1.0, -0.1),45.48991,Terrain_0_0-20200707 - 131854,(-0.2, -0.2, 1.0),(0.7, 11.1, -59.2),3.746582,4.487457
17/07/2020 13:32:25,(-65.0, 35.3, -44.7),(0.2, 1.0, -0.2),48.33015,Terrain_0_0-20200707 - 131854,(-0.2, -0.2, 1.0),(0.9, 10.5, -55.5),3.866043,4.632645
17/07/2020 13:32:25,(-90.1, 36.6, -60.9),(0.2, 1.0, 0.0),78.05843,Terrain_0_0-20200707 - 131854,(-0.2, -0.1, 1.0),(1.6, 10.4, -51.7),4.292984,4.451263
17/07/2020 13:32:25,(-25.4, 38.4, -22.7),(1.0, 0.0, 0.0),2.947885,Black-Bottle,(-0.2, -0.1, 1.0),(2.0, 10.0, -48.6),4.586105,4.360031
17/07/2020 13:32:25,(-101.6, 38.8, -58.5),(0.3, 0.9, -0.2),87.14317,Terrain_0_0-20200707 - 131854,(-0.2, -0.1, 1.0),(2.7, 9.6, -43.8),4.739197,4.841965
17/07/2020 13:32:25,(-25.4, 38.4, -22.7),(1.0, 0.0, 0.0),2.955957,Black-Bottle,(-0.2, -0.1, 1.0),(3.4, 10.1, -38.4),4.929398,5.530594
17/07/2020 13:32:25,(-25.5, 38.4, -22.6),(0.0, 0.0, 1.0),3.014227,Black-Bottle,(-0.3, -0.1, 1.0),(3.1, 10.4, -37.7),4.871811,5.552765
17/07/2020 13:32:25,(-87.2, 36.4, -57.3),(0.2, 1.0, -0.1),73.76668,Terrain_0_0-20200707 - 131854,(-0.2, -0.2, 1.0),(2.4, 10.1, -33.6),4.92514,5.244766
17/07/2020 13:32:25,(-25.4, 38.3, -22.6),(1.0, 0.0, 0.0),2.938972,Black-Bottle,(-0.3, -0.1, 1.0),(2.0, 10.2, -33.2),4.867065,5.772568
17/07/2020 13:32:25,(-77.5, 36.9, -44.5),(0.1, 1.0, -0.1),59.45454,Terrain_0_0-20200707 - 131854,(-0.3, -0.1, 0.9),(1.5, 9.7, -28.5),4.668945,6.358902
17/07/2020 13:32:25,(-25.1, 38.0, -22.1),(0.0, 0.0, 1.0),2.459363,Table,(-0.3, -0.2, 0.9),(1.4, 9.4, -25.4),4.400558,6.367737
17/07/2020 13:32:25,(-101.3, 38.6, -58.5),(0.3, 0.9, -0.2),86.88223,Terrain_0_0-20200707 - 131854,(-0.3, -0.1, 1.0),(32.8, 10.6, -36.6),4.552246,7.271423
17/07/2020 13:32:25,(-104.3, 39.1, -60.9),(0.3, 0.9, -0.2),90.61243,Terrain_0_0-20200707 - 131854,(-0.3, -0.1, 1.0),(32.8, 10.6, -36.6),4.552246,7.271423
17/07/2020 13:32:25,(-25.7, 38.1, -22.1),(0.0, 0.0, 1.0),3.073551,Table,(-0.3, -0.1, 1.0),(35.8, 10.9, -38.2),4.497086,6.833832
17/07/2020 13:32:25,(-28.2, 37.2, -22.4),(0.0, 1.0, 0.0),5.691513,Terrain_0_0-20200707 - 131854,(-0.3, -0.1, 0.9),(34.5, 11.2, -37.4),4.340515,7.051437
17/07/2020 13:32:25,(-25.6, 37.7, -22.1),(0.0, 0.0, 1.0),3.020971,Table,(-0.4, -0.4, 0.8),(-33.2, 8.4, -9.3),4.158905,6.569809
17/07/2020 13:32:25,(-104.0, 40.2, -54.9),(0.2, 1.0, -0.1),87.94116,Terrain_0_0-20200707 - 131854,(-0.5, -0.3, 0.8),(-33.8, 8.1, -7.5),4.470108,6.931992
17/07/2020 13:32:25,(-26.0, 37.8, -22.1),(0.0, 0.0, 1.0),3.369771,Table,(-0.5, -0.3, 0.8),(-33.8, 8.1, -7.5),4.470108,6.931992
17/07/2020 13:32:26,(-35.0, 37.0, -24.1),(0.0, 1.0, -0.2),12.55719,Terrain_0_0-20200707 - 131854,(-0.5, -0.3, 0.8),(-31.2, 8.2, -11.0),4.357132,6.564331
17/07/2020 13:32:26,(-101.2, 40.3, -48.9),(0.2, 1.0, -0.1),83.1531,Terrain_0_0-20200707 - 131854,(-0.4, -0.1, 0.9),(-24.7, 8.9, -17.9),4.615097,6.068634
17/07/2020 13:32:26,(-25.9, 38.1, -22.3),(0.0, 1.0, 0.0),3.23696,Table,(-0.3, -0.1, 0.9),(35.0, 11.2, -39.1),4.11792,6.643982
